rank,player,real_time,comment,date,category
793,Frankerztein,1:13:14,Bad run and bad quality on the video :/,,Any%
794,CLAPION,1:13:16,3 Heineken,2015-07-22,Any%
795,leafeonz,1:13:17,deathless,2017-03-30,Any%
796,ilexiris,1:13:35,,2017-10-02,Any%
797,TaylorTotFTW,1:13:55,shit luck also im bad,,Any%
798,Wedge,1:14:00,I have no recording equipment. I just did it on my home console and tv. This is my first run I timed,2017-03-24,Any%
799,MattBitner,1:14:08,First Submission,2018-04-08,Any%
800,rdh2121,1:14:14,"1st full run! Sub-1:10, here I come!",2016-05-20,Any%
801,PcCosplays,1:14:27,Last PB was back in June of 2016 and this is like about a 30 sec difference lol,2017-02-18,Any%
802,CozyPLZ,1:14:28,I'm so baddd,2016-01-31,Any%
803,Dorkmaster Flek,1:14:29,"Second real run, MB juked me with the ketchup and I died once",2016-05-29,Any%
804,FrostyDynamic,1:14:50,"My first time recording a super metroid any% run, glad I also got a PB.",2016-02-07,Any%
805,Zelkys,1:15:12,"5th run completed (+ Deathless so that's cool :D),this game is cool, sub 1:10 and sub 1 soon",2015-06-28,Any%
806,fruitbats,1:15:20,,2015-11-14,Any%
806,gambrinus,1:15:20,Making progress,2018-02-10,Any%
808,kinghippo423,1:15:23,Slowly getting here,,Any%
809,SDMX,1:15:50,"First video upload, carving toward sub 1hr.",2021-04-29,Any%
810,Wawlconut,1:16:37,Relief Teacher~,,Any%
811,KrustWhaler,1:17:00,Got nervous about halfway through. Need to learn zebskip!,2022-05-21,Any%
812,Laseki,1:17:09,im bad,2017-06-07,Any%
813,DiabolicalWench,1:17:25,old route pleb edition ? almost a -5 min save! my 4th pb ever  video does start in about the middle,2018-01-31,Any%
814,oceane1990,1:17:39,,2016-11-04,Any%
815,Utixsda,1:17:43,My first speedrun super metroid.,2017-04-24,Any%
816,CrazyAl,1:17:47,first any% pb,2019-08-14,Any%
817,Grimlock,1:17:51,That’s not bad for a pointy-eared elvish princeling,2020-05-31,Any%
818,Zarby89,1:18:18,first pb,2016-04-17,Any%
819,xStiglitz,1:18:50,If I had a controller I could break the hour,2015-02-21,Any%
820,Cursetyl,1:18:52,Still the worst,2016-01-02,Any%
821,juanquapha,1:19:11,"1st attempt, wanted to work toward a sub90, guess I should aim higher... XD",2015-07-15,Any%
822,xMewton,1:19:20,That was my first time playing cx,2016-06-21,Any%
823,NewbornZyntax,1:19:36,"This will do for now, I shall improve it some other time.",2017-08-26,Any%
824,dias289,1:19:48,;D,2016-05-31,Any%
825,dahoboking,1:19:51,gotta get dat Zeb skip!,2016-07-01,Any%
826,Megaslushboy,1:20:15,Will be getting a cap card soon to run streams of this.,2016-01-09,Any%
827,kidcrona,1:21:36,First single segment clear of KPDR,2016-12-18,Any%
828,GMJack,1:21:58,"Practiced route for many hours, and shaved a whole 11 minutes off my pb!",2017-03-05,Any%
829,Dytmook,1:22:06,Aly got a tripod,2017-05-22,Any%
830,AmBrew86,1:22:15,,2023-01-31,Any%
831,Kit43,1:22:30,Run starts about 9 mins in,2019-04-03,Any%
832,Bocku,1:22:58,Saved 7 min compared to my first run!,2016-07-29,Any%
833,ChristosOwen,1:23:36,More of a brisk walk than a run,2016-11-02,Any%
834,Skuttie,1:23:37,I may have started timer early.,2016-07-19,Any%
835,Zale,1:24:10,Uploading all my year old pb's in games I don't run anymore for archiving. Originally played 7/11/18,2019-06-09,Any%
836,mogue,1:24:28,It's a start.,2016-05-20,Any%
837,TheHockeytowner,1:24:59,Oh my,2019-03-17,Any%
838,Goldphnx,1:25:07,going for that sub 1,2015-12-26,Any%
839,13 yr old,1:25:24,damn shinespark :/,2019-11-08,Any%
840,GhostZ79,1:25:45,"Got the zeb skip, need to die less. Still, improvement!",2016-07-26,Any%
841,robf00f,1:26:38,"How did I sub 1:30 on my first run, played on snes9x 1.5.2",2016-07-23,Any%
842,GGDuane,1:26:53,,2017-06-06,Any%
843,FiliVig,1:27:44,when you do a blind run of a game that has the hardest controls you have ever played,2017-03-08,Any%
844,satb,1:28:07,"Died once at Ridley, 33% items",2019-06-12,Any%
845,playingg0d,1:29:39,sub 1:30!!!,2016-01-16,Any%
846,Bucketandamop,1:30:16,first time trying a swift play,2019-01-06,Any%
847,nccrochet,1:30:21,"Still a serious scrub, just gotta start grinding and learning new things",2016-06-28,Any%
848,Naisu,1:30:32,i suck,2019-02-06,Any%
849,MrPzak,1:30:49,First full run. Can't complain.,2015-12-09,Any%
850,IvoryFrost,1:32:44,New PB even though I forgot the wave beam and had to go back for it :/,2016-12-30,Any%
851,FoxLisk,1:32:48,,2022-04-19,Any%
852,Musano,1:33:18,Moving on up!!,2021-04-04,Any%
853,notlikethesoup,1:35:09,at least 25 mins lost to deaths lol,2022-10-09,Any%
854,MonsieurPommes,1:35:59,"It's under 1h36 at least, not bad for my first completed speedrun... ever !",2022-04-01,Any%
855,jewelediris,1:37:14,,2016-10-23,Any%
856,PuffTMagicDragon,1:37:20,It's a Long Way to Tipperary,2023-04-17,Any%
857,DarkSpazer,1:40:22,"Second run, shaved off 35:54!",2020-11-01,Any%
858,PvtCb,1:40:56,Oof!,2018-08-19,Any%
859,smartalec0624,1:41:41,Watch out Zoast,2016-09-17,Any%
860,verymario,1:45:20,told ya  also i restart to get some candy near the beginning,2017-06-12,Any%
861,masonraus,1:48:19,57 IGT,2017-01-28,Any%
862,Jason,1:51:00,First speedrun after a weeks worth of practising.,2017-02-07,Any%
863,igetstuckonrandomobjects,1:52:27,hi mom,2017-04-12,Any%
864,clailton,1:53:34,Mais um Br na parada,2018-01-22,Any%
865,TheIrishBub,2:00:00,"First run. I didn't have a timer running, so I overestimated the real time.",2017-02-21,Any%
866,DeathbyGamingFTW,2:06:00,technical difficulty in the beginning and i overestimated due to my error,2018-04-22,Any%
867,armpitpuncher,2:07:53,"first time streaming, will have vod next time",2015-02-05,Any%
868,HUmanMustard,2:09:00,First Attempt in 10 years,2017-06-06,Any%
869,dangutang,2:14:35,Ben is soo cool.  I only died twice...  Weeble wabble!,2017-10-15,Any%
870,alexanderjames,2:15:00,trying to improve my time by cutting down on items.,2017-06-06,Any%
871,mrsmatrixugly,2:23:04,Wife of speed runner finishes her first ever speed run PogChamp !!,2017-06-19,Any%
872,K_R4iD,2:35:58,First completed run on stream,2016-08-01,Any%
873,TBCSM,2:37:10,Dont attempt to watch past norfair elevator.,2019-01-06,Any%
874,blondebomb1981,2:42:23,"First Run in 20 years, under 3 hours,Zoast Im coming 4 U!!!",2016-10-15,Any%
875,FusionWarrior,2:50:51,"During Ehlers-Danlos Syndrome Marathon, 1 Death at Ridley, First time recording my progress",2016-07-29,Any%
876,Romain909,2:52:43,Record was set during a METROID MARATHON!!,2017-03-24,Any%
877,SFRookie,2:55:06,Casual Any% run. No research done.,2018-07-17,Any%
878,Shalashalska,3:02:03,DPRK is a perfectly valid boss order,2019-06-10,Any%
879,kuzetsa,3:26:40,"2 hours 42 minutes (ingame time) / Run starts 20 seconds into the stream, ends 3 hours 27 minutes",2016-11-20,Any%
880,CatLoMein,3:34:27,"Probably the worst PRKD run to ever exist, first run ever of any category and the game",2017-10-09,Any%
881,cheekzb99,4:56:32,First full play through of the game,2016-07-15,Any%
882,SecksWrecks,6:49:54,mach ball is free,2016-09-10,Any%
883,XIncognitusX,7:35:58,First time playing,,Any%
884,Lordfartamor,9:36:57,pb!!!,2017-04-24,Any%
1,ShinyZeni,1:12:53,Oats raids always bring me the best luck. YES!!!!,2021-07-31,100%
2,zoast,1:12:55,"Holy swiss cheese, batman",2021-02-24,100%
2,Behemoth,1:12:55,12 Guage awdolodah,2021-12-09,100%
4,Gebbu,1:13:12,survival strategy,2023-05-08,100%
5,Static_Shock,1:14:02,,2022-12-10,100%
6,LynxXUnlimited,1:14:45,,2022-04-03,100%
7,CScottyW,1:15:06,magic cursor,2020-11-27,100%
8,OatsNgoats,1:15:45,"""Put it on deertier oats REEEEEEEEEE""",2018-01-16,100%
9,StaticNine,1:15:58,for kipp,2018-07-15,100%
10,Overfiendvip,1:16:11,massive whirlpool,2017-09-20,100%
10,sloaters27,1:16:11,eyes wide open,2020-10-25,100%
12,Kottpower,1:16:16,slow mid,2017-01-02,100%
13,ARealCutie,1:16:40,It's Spring,2020-10-14,100%
14,LakeDemon,1:17:08,"Insane skip, no audio :(",2022-05-31,100%
15,Phuckbutt,1:17:21,,2020-10-20,100%
15,Asfalttisoturi,1:17:21,Nice,2023-03-19,100%
17,TopsyTurve,1:17:25,Scraps,2019-03-24,100%
18,WildAnaconda69,1:17:28,circles brought me here,2017-05-11,100%
19,Bdawgbazinga,1:17:34,I've been robbed,2021-09-15,100%
20,Osse101,1:17:38,,2020-10-18,100%
21,S_Holbro,1:17:48,better to do it than live with the fear of it,2023-04-25,100%
22,Kipp,1:17:51,Post-Tourney PB,2020-11-06,100%
23,lvan,1:18:02,IM FURIOUS,2016-12-01,100%
24,Just_Defend,1:18:11,I'm happy. I got blue bomber,2018-05-14,100%
25,Enmet,1:18:22,B u z Z F o r C e,2018-06-06,100%
26,sweetnumb,1:18:41,Getting better.  Let's see how low I want to go.,2014-12-25,100%
27,amarovski,1:18:43,,2023-02-28,100%
28,TrueMoss,1:18:47,50 second PB,2018-04-19,100%
29,foosda,1:18:52,http://imgur.com/a/EIfaN,2017-03-01,100%
30,AmBrew86,1:19:26,,2023-03-02,100%
31,EpiclyEpic,1:19:27,Sub 1:20 finally,,100%
32,DbX,1:19:30,nid for spid,,100%
33,Straevaras,1:19:44,"And the base keep runnin' runnin', and runnin' runnin",2018-05-20,100%
34,HemZar,1:19:45,Finally a 1:19!! :D,2022-08-21,100%
35,TheDude9005,1:19:51,"hey, hey hey, hey pocky way :>",2016-12-22,100%
36,Salgadin,1:20:20,DoritosChip,2021-03-02,100%
37,professorschool,1:20:25,"""Derusting""",2022-05-27,100%
38,Fe,1:20:33,0:49,2015-05-17,100%
39,noxiousnick,1:20:45,,2022-05-08,100%
40,hypo,1:20:47,100% is difficult.,2019-09-16,100%
41,Stovetop1321,1:20:49,Definitely a PB. Definitely don't like the run.,2023-04-22,100%
42,skrooger,1:20:56,No one told me my sound was messed up DansGame,2017-01-29,100%
43,Traviktox,1:21:34,,2021-05-14,100%
44,WhiteMageBecky,1:21:36,,2018-03-30,100%
45,DasBlurr,1:21:46,"No skip. No video, will PB again after Hybrid.",2015-11-14,100%
46,Edu207,1:21:52,One failed standup prevented 4 bops,2018-07-19,100%
46,bferdowsian,1:21:52,"first 1:21, thanks to my girlfriend Kelsey for all the support :)",2020-08-19,100%
48,magmapeach,1:22:01,shinesparks are hard,2014-10-19,100%
49,teh_sprizzle,1:22:05,i hav finusht teh intarnetz,2023-04-22,100%
50,nutella4eva,1:22:20,I have no evidence that this ever happened but nobody is reading this anyway,2018-10-11,100%
51,Kronicsauce,1:22:21,OBS dropped the stream at SJ. That's part 1.,,100%
52,Sforzand0,1:22:23,,2022-11-24,100%
53,matrick,1:22:25,Thanks so much to sephy for making this possible <3 Hey there kronic VoHiYo (IGT 0:51),2017-06-16,100%
53,Richman3mm,1:22:25,baby skip.....,2019-08-27,100%
55,MisterJGiggles,1:22:26,Warm Up PB - First 51 IGT - Hit my Sub 1:23 Goal - On to RBO,2019-01-20,100%
56,KRISTOPHOLO,1:22:32,jättekul,2020-10-17,100%
57,kekumanshoyu,1:22:36,baby% (somewhat),2020-09-10,100%
58,Flowsouth8,1:22:37,Time set on a Super NT.,2019-06-02,100%
58,CanadianOwl,1:22:37,heck deetier isn't dead yet,2019-10-27,100%
60,mm2nescartridge,1:22:40,kick ws etank room polarb8Peep,2021-10-28,100%
61,Nintoaster_81,1:22:45,If you ignore Grapple to Gravity segment this was actually a decent run,2018-11-10,100%
61,Hatz,1:22:45,,2023-05-09,100%
63,EurimarSamus,1:22:48,0:51 in game,2019-09-24,100%
64,jakef1891,1:22:50,no baby skip,2016-12-12,100%
65,Dessyreqt,1:22:54,COME AT ME BRO,,100%
66,Elminster,1:22:56,this run was supposed to be dead,2018-07-15,100%
67,timmon,1:23:03,,2018-08-20,100%
68,Zeldafan316,1:23:05,,2020-10-18,100%
69,Freshmaniac,1:23:08,Beefed the 1:22,2019-02-11,100%
70,Benko,1:23:16,Race PB during the 100% tourney :>,2017-01-28,100%
71,Annelits,1:23:17,What a freakin run.,2017-09-11,100%
72,fruitbatsalad,1:23:22,Race PB during 2020 multi-cat tourney,2020-05-13,100%
73,Gari,1:23:28,"Cut the hotarubi, now I just gotta learn 100% B)",,100%
74,Galamoz,1:23:29,mildly disasterous,2016-11-05,100%
74,TalesBandeira,1:23:29,,2018-05-08,100%
76,hotarubi,1:23:34,0:50 in game,2015-01-20,100%
77,Leodox,1:23:40,,2016-12-13,100%
78,BrJoker,1:23:46,goal completed,2022-03-27,100%
79,SeanCass,1:23:47,slopfest 2: electric boogaloo,2023-03-31,100%
80,jronaggaz,1:23:48,1 sec pb in tourney race. last split from old splits was inaccurate,2016-12-31,100%
81,Loopuze,1:23:49,Slowly but surely...,2023-05-04,100%
82,Yeahboiii5,1:23:51,1:23 hype ;),2014-12-11,100%
83,Stunt Coyote,1:23:53,1 2 3 Kreygasm!,2016-10-19,100%
84,BFrobber,1:23:54,,2021-07-03,100%
84,PassivePac,1:23:54,No proof but who tf reads these anyway,2021-10-29,100%
86,Eduardo metroid3,1:23:56,Manaus Am,2018-09-17,100%
87,Kanzeon,1:24:08,Did the planets align or something?,2016-09-14,100%
88,kevnastics,1:24:17,Omg this run sucks,2023-03-08,100%
89,CynanMachae,1:24:18,5s off Skino,2022-08-10,100%
90,personitis,1:24:22,1:23 feels right around the corner.,2016-12-18,100%
90,kuru,1:24:22,,2022-07-17,100%
92,CountCreep,1:24:24,I'M COMING KANZ,2017-02-20,100%
93,Shreddaily101,1:24:33,All Hundo pbs come off stream. Back to any for a 48,2017-04-16,100%
93,Maniacal42,1:24:33,,2019-07-08,100%
93,Sweetkid689,1:24:33,:53,2020-06-27,100%
96,Krankdud,1:24:36,,2016-12-13,100%
97,OrangeMonkey,1:24:48,Baby Skip *-*,2017-11-03,100%
98,TGDerp,1:24:50,bopped owl with the worst early game of all time,2019-05-15,100%
99,Avijobat,1:24:56,I've never seen a 1:25 and I never fucking will!! 1:24 BABY!!!,2018-02-19,100%
100,cfb,1:25:04,progress,2016-06-16,100%
101,Glaucio_Souza,1:25:05,"Good run, Bad Bosses!",2022-09-22,100%
102,apathyduck,1:25:08,sure,2020-06-17,100%
103,goop.Q,1:25:10,"couldn't collect #SWAG - solid run, no baby skip",2016-12-02,100%
104,AzulynoT03,1:25:15,I Just Played ´´--´´,2018-11-12,100%
105,Sir Hoptat,1:25:21,LET US GO FORTH!!!,2020-12-25,100%
106,toxicnarcotic,1:25:25,,2017-03-14,100%
107,Road2creations,1:25:28,"Friends, SpeedRUM and pracTAS. Thats how i got here",2023-03-03,100%
108,ExtremeSP1TF1R3,1:25:33,a good run,2014-10-28,100%
109,Kingofthehill476,1:25:35,Hundo grind? What's that?,2019-05-18,100%
110,Tilimorf,1:25:36,Race PB is best PB,2020-10-01,100%
111,Toasty,1:25:38,rossu beat me up,2020-09-27,100%
112,Whewty,1:25:39,"100% Items, Low% Fun",2020-09-27,100%
113,robitalion,1:25:46,,2016-09-10,100%
114,Metroid_Gameplays,1:25:47,"I just now decided to submit on deertier, but it was a good run, but I still have a lot of timesave.",2023-05-13,100%
115,Lexomatico,1:25:48,126 skip FeelsGoodMan,2016-11-27,100%
116,Melonax,1:26:12,"forgot to submit, few months ago",2022-04-03,100%
117,Ruya,1:26:20,(*ﾟﾛﾟ) Back Gauntlet Spark,2016-10-18,100%
118,Ponk,1:26:26,Shoutouts to Mr. 99% and his Rap Music,2018-02-15,100%
119,mrguyaverage,1:26:27,forgot to submit this,2019-08-14,100%
120,MassHesteria,1:26:35,Race PB,2020-10-17,100%
121,Tullymarfus,1:26:39,"It's been a long time, now I'm coming back home",2016-02-21,100%
122,DMC_Sparda,1:26:43,Race PB is best PB,2022-08-06,100%
123,vertex5,1:26:44,tournament race PB,2016-11-28,100%
124,Dhaos TK31,1:26:46,B-day PR aw yiss,2017-03-08,100%
125,TriggerMichael,1:27:04,Escape T_T,2016-11-08,100%
126,Caaaaarlito,1:27:07,=),2016-10-14,100%
127,UNHchabo,1:27:08,Weird Tourian.,2020-07-11,100%
128,dgm,1:27:24,The Not So Great Escape,2022-11-20,100%
129,hilborn,1:27:40,Race PB,2016-12-11,100%
130,redxparasite,1:27:52,Need to run this category more.,2021-04-05,100%
131,DCR,1:28:02,RIP Sub-1:28 :(,2015-01-28,100%
132,heny,1:28:07,I'm cursed ;_;,2014-09-09,100%
133,hazz,1:28:10,,2015-02-07,100%
134,JUAN,1:28:11,yedude,2018-09-08,100%
135,Timochun,1:28:18,,2017-04-01,100%
136,Zetsu,1:28:30,"The real run starts to 3:09 min. Skip my mistakes, or not. Thank You! ✌️😎",2018-01-07,100%
137,Nikplayer,1:28:32,Finally did a new record first 0:57 game time :D,2019-04-09,100%
138,Brother main,1:28:33,,2014-10-13,100%
139,total,1:28:38,,2017-01-23,100%
139,Laanyy,1:28:38,,2017-12-29,100%
141,MumuDidi,1:28:43,cool,2019-08-13,100%
142,abortion_shark,1:28:47,i can vomit a better run than this,2016-06-30,100%
143,Classic_games94,1:28:53,Sub 1:30 *_*,2021-09-25,100%
144,CrimzenJ,1:28:57,first hundo of the 1:2x range and skipped 1:28 and 58 igt,2023-01-02,100%
145,Philament,1:29:00,Bad. 1:00 behind going into Maridia. Stream got screwed up so no vid DansGame.,2015-03-30,100%
146,Oneiam82,1:29:09,My first ever Sub-130 Hundo PB:  Dedicated in memory of Jonas Neubauer,2021-03-02,100%
147,rkctkc,1:29:11,,2020-09-08,100%
148,Tris255,1:29:22,,2019-09-17,100%
149,stump,1:29:29,This somehow happened on my first time playing the game again in a month.,2017-06-06,100%
150,b4ttous4i,1:29:31,Tom Hanks,2021-09-26,100%
151,SapphireRyoko,1:29:34,"Fast first and third quarter, slow second and fourth quarter",2015-04-04,100%
152,innorush,1:29:36,Sub 1:30. 'Bout F-ing time...,2017-02-22,100%
153,Thorneto,1:29:37,Tourian was a big yikes,2020-02-22,100%
154,Alex_X8,1:29:38,My first sub 1:30:00,2021-04-02,100%
155,CrustaceanSeven,1:29:41,super metroid swan song <3,2023-05-06,100%
156,juliohfoliveira,1:29:45,First sub 1:30 Pog,2021-03-02,100%
157,Loogy,1:29:53,,2022-09-27,100%
158,AgentKoolaid,1:29:54,Diggy Diggy Dun Dun,2016-11-08,100%
159,Mchan338,1:29:56,Brb practice,2017-11-21,100%
159,kelcharge,1:29:56,2nd run of hundo (:,2018-02-17,100%
161,Maisgueuh,1:29:57,,2018-03-12,100%
162,kojakt,1:29:58,sometimes I pb,2016-01-16,100%
162,anonymousesxa,1:29:58,super nintendo,2017-07-08,100%
164,Marshio64,1:29:59,Finally! Got the sub 1 hr 30 min real time I've been pining for!,2022-05-02,100%
165,Ryehana,1:30:01,,2017-06-29,100%
166,Smokey,1:30:04,10yr-old strats.,2014-08-03,100%
167,Eduardocruz25,1:30:08,igt 58 keyboard,2017-12-31,100%
168,BluePlasmaSpark,1:30:12,maridia sux,2018-06-08,100%
169,F-Bomb,1:30:26,Done in 2012 using the current day strats. 7 vids sorry.,2014-09-04,100%
170,Lioran,1:30:27,I don't run this category... anymore,,100%
170,vegetafan3,1:30:27,purrgress    (Next trick to learn: Metroid skip),2018-05-27,100%
172,wordspoken,1:30:28,Fell at GT missiles ¯\_(ツ)_/¯,2021-09-01,100%
173,Raine_BT,1:30:31,"Nice time, revisit later",2022-06-23,100%
174,Meneldur,1:30:37,Course corrected,2020-03-07,100%
175,Caznode,1:30:38,bulletball hype,2014-06-16,100%
175,Rumbleminze,1:30:38,0:59 IGT,2018-02-04,100%
177,zealous_benediction,1:30:50,The menus...ohgod,2014-09-27,100%
178,stealinbread,1:30:55,almost sub 1 3 0,2017-07-14,100%
178,Derxu,1:30:55,"3rd run, missed sub 1:30",2019-05-04,100%
180,jaysee87,1:30:56,Tourney race vs Leodox,2016-12-11,100%
181,Danetch,1:30:57,no video. only SRL record is available.,2015-05-09,100%
182,Chish,1:30:58,late croc,2020-09-26,100%
183,Komaru,1:31:02,Retimed at 1:31:02,2020-09-05,100%
184,Spiffy,1:31:04,getting better. still need to polish the bosses.,2016-07-13,100%
185,stefcad,1:31:07,Sub 1H30 would be nice,2017-01-12,100%
186,BigBird,1:31:08,Slowly improving,2016-10-25,100%
187,MetroidMst,1:31:12,WOOOOO! Got my 0:59 game time finally! - D e e R F o r C e -,,100%
187,uzitalo,1:31:12,Finally IGT 0:59 :) 294 tries,2020-03-02,100%
189,hero_82,1:31:16,why i no can 1:30? bc bad.,2018-05-12,100%
189,Boix,1:31:16,first sub hour IGT :),2021-09-05,100%
191,Kirbywantstofly,1:31:18,I hate everything,2016-12-17,100%
192,Shenjoku,1:31:21,Metroids were very clingy today,2017-02-10,100%
193,EODTex,1:31:24,"I was sick, OK?!",2016-12-10,100%
194,Karenkonou,1:31:37,,2017-09-20,100%
195,McBrady,1:31:43,,2019-10-28,100%
196,mechashiva,1:31:54,route pb and real pb. ice clip route.,2016-12-30,100%
197,ptoil,1:31:57,,2020-01-21,100%
198,Natan_Anile,1:32:10,"Lo and memes on screents of timesave, fake gold split in Ice Beam. Memes on screen",2021-12-24,100%
199,Manashne,1:32:17,Missed Kraid quick kill. Yep.,2017-06-05,100%
200,dayne,1:32:22,1:01 igt,2021-07-31,100%
201,janxton,1:32:23,"wherever you go, there you are.",2017-01-23,100%
202,saberkok,1:32:39,missed the skip,2015-08-26,100%
203,Sirotaca,1:32:47,"Abysmal early game, decent late game.",2017-06-11,100%
204,laplace14,1:32:50,Got that d factor and that p factor,2022-07-09,100%
205,mildouse,1:32:53,end game was puke,2018-08-31,100%
206,idlechild,1:32:54,"Only one wrong turn, got the yolo skip",2022-03-04,100%
207,darko,1:33:02,Special Thanks to Kayomi McDonald,2016-10-30,100%
207,tewfus,1:33:02,"Sick run... as in, I'm sick and thought this was a good idea???",2018-02-15,100%
209,PSIcoh,1:33:12,its getting better all the time,2019-02-06,100%
210,Soppanaama,1:33:28,Getting closer to that sub 1h igt ^^,2016-09-29,100%
211,armedgooner,1:33:34,Merci Arsène,2018-04-21,100%
212,Jighart,1:33:39,"2 seconds late, rip the dream",2016-12-27,100%
213,Wubbsdingus,1:33:47,better than yesterday,2020-06-19,100%
214,jooniejoone,1:33:51,glad I pbed this disaster,2019-03-18,100%
215,runnerwatcher,1:33:55,,2016-11-17,100%
216,ironman140_6,1:33:58,now to learn the zeb skip... and damage boosting. i should know how to damage boost.,2022-09-26,100%
217,skorph2014,1:34:08,"For some reason didn't submit this, did now!",2015-11-17,100%
217,Ddraigheliwr88,1:34:08,Had to backtrack to cosine missiles!,2018-11-20,100%
219,redy9567,1:34:12,"I'd like to dedicate this run, to me remembering all of the items",2018-02-25,100%
220,JonIIDX,1:34:18,"2 video parts, sorry.  Sub 1:35!!",,100%
221,Caperelli,1:34:25,Space jump is broken in cathedral,2022-10-21,100%
222,IrisIsotheis,1:34:27,When will I be able to zeb skip tho?,2019-09-11,100%
223,FaeRhan,1:34:41,,2015-06-21,100%
223,PapaSchmo,1:34:41,,2020-09-26,100%
223,CnEY,1:34:41,Finally came back to this after 2+ years. 5 runs later and I've knocked 2 minutes off my old PB.,2021-08-05,100%
226,Longneckturtle,1:34:43,,2016-11-27,100%
227,Schmeman,1:34:44,second attempt,2017-02-25,100%
228,mugick,1:34:46,We're all counting on you,2021-02-15,100%
229,Dorkmaster Flek,1:34:52,"Skipped the 1:35, straight to 1:34!  Sub 1:35 FeelsGoodMan",2016-12-04,100%
230,adversary,1:35:01,"1:03 GT, I just want to cut that hour, some day... some day.",2014-08-24,100%
231,izerli,1:35:14,stupid mistakes,2017-10-02,100%
232,Cutsman,1:35:18,Scary Ghoti :D,2019-12-30,100%
233,Rockslan Gaiden,1:35:19,New Record Rockslan 1:02 ingame,2017-06-29,100%
234,sevens1ns,1:35:27,1:03 IGT; sub 1 soon? :D,2015-09-08,100%
235,thundermustache,1:35:29,time to hit the lab,2016-12-21,100%
236,chaide,1:35:30,1:03 Game Time,,100%
236,daddypnot3d,1:35:30,COOL SOCK HYPE,2014-11-25,100%
238,Mattoi,1:35:40,"third full run, decent",2019-03-08,100%
239,Sinnoh,1:35:41,lol,2014-05-24,100%
240,l33m,1:35:45,"Miss quick Kraid, aquire PB",2014-10-29,100%
241,Tyderium,1:35:53,Slow improvement,2017-11-12,100%
242,starisms,1:35:57,What a way to PB!,2019-01-21,100%
243,denis1080,1:35:58,I will eventually be able to do the run without a split for every item!,2016-02-01,100%
244,Nighty93,1:35:59,Sup Jro and Charles <3,2014-07-01,100%
245,crazytrain276,1:36:12,Improving in the future :),,100%
246,nifty,1:36:22,GT Missiles are the hardest part of this whole run,2021-08-24,100%
247,palanin,1:36:23,Saved by a not shit escape,2018-01-30,100%
248,steelball78,1:36:44,,2015-03-30,100%
249,v1ncelol,1:36:48,Old bad run but still submitting it,2021-04-21,100%
249,wladiyeah,1:36:48,CRAZY ONEHANDED 1 SEC DERUST HUNDO WR/PB WTF! Btw guys the run starts at 3:51,2022-06-23,100%
251,Just_adz,1:36:50,"Damn son, where'd you find this?!",2018-08-28,100%
252,marshmakie,1:36:55,tourian :U,2016-12-05,100%
253,hacksaww,1:36:57,,2020-11-08,100%
254,spimmmm,1:37:15,offstream casual fun. missed shinespark in escape B) (1:05 GT),,100%
255,yoshiyukiblade,1:37:20,First submission! (1:06 IGT),2018-09-10,100%
256,MasterGTS,1:37:23,Cut the Vorpal!,2015-01-31,100%
256,louxinho,1:37:23,"1:05 IGT, a lot of work for sub 1:00",2016-11-15,100%
258,fslynx,1:37:27,derust,2014-11-15,100%
259,Odyssic,1:37:31,"haven't ran the game in over a year so idk I wanna return, game was just a fun little side speedrun",2016-12-28,100%
260,vorpal,1:37:32,proud I remembered the route,,100%
261,marcoskwkm,1:37:33,Can be improved,2014-08-03,100%
262,Popplars,1:37:36,,2018-02-05,100%
263,doicm,1:37:54,1:05 in-game. Getting closer to sub 1,,100%
264,Triddy243,1:37:59,Smashed it.,2015-06-25,100%
265,TestRunner,1:38:05,,,100%
266,DjMajette,1:38:10,"Well, that was quick. Don't troll and its a 1:37",2016-11-23,100%
267,raikourider,1:38:12,Etecoon pit is aids,2019-10-27,100%
268,arus3,1:38:19,1:06 IGT,2016-03-13,100%
269,bastion_blue_succubus87,1:38:20,Run felt great!,2022-06-09,100%
270,FriendGuy,1:38:23,"Blah run, can do better (GT - 1:06)",,100%
271,gloobygloob,1:38:24,,2020-10-08,100%
272,linkherooftime64,1:38:32,40s pb with a 5 round phantoon,2019-08-02,100%
273,MustardCabbage,1:38:36,Can't record these yet.  Pretty proud of this one although I missed the full halfie by about a frame,2017-03-14,100%
274,iora,1:38:41,1:06 gt - minor race pb :D?,,100%
275,kath_nanaya,1:38:46,heck space jump,2019-10-23,100%
276,PiePusher11,1:38:55,THE HALFIE! Kreygasm,,100%
276,hopespell,1:38:55,You know I would walk a thousand miles,2021-01-24,100%
278,Pollsmor,1:39:09,,2016-11-25,100%
279,clailton,1:39:11,sub,2018-09-06,100%
280,Di10kong,1:39:44,Sub 100 !,2017-01-22,100%
281,ItsJirr,1:39:51,free sub 1:40,2019-02-20,100%
282,quarz,1:39:53,twitch name is lightquarz.IGT 01:07,2021-05-04,100%
283,Hale_,1:40:00,Delete my Previous Submittion (Says I'm Number 1) 1:06 GT,,100%
284,JoshShoeWah,1:40:05,3rd attempt. 100% is pretty fun,2016-09-14,100%
285,steven_ashe,1:40:16,1:39's Gonna Be Mine,2017-10-29,100%
286,Spike,1:40:27,I need to improve this.,,100%
287,polarbearbunny,1:40:38,mabo,2022-10-01,100%
